Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed
08EC008,"MORRISON RIVER AT OUTLET OF MORRISON LAKE",BC,Discontinued,55.17222,-126.30278,1965,1970,"414",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"OCEAN SCIENCE AND SURVEYS (DFO) (CANADA)",Y
08EC009,"FULTON RIVER AT OUTLET OF CHAPMAN LAKE",BC,Discontinued,54.90000,-126.65000,1967,1970,"332",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"OCEAN SCIENCE AND SURVEYS (DFO) (CANADA)",Y
08EC010,"BABINE LAKE AT BABINE",BC,Discontinued,55.31667,-126.62500,1972,1977,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EC011,"BABINE LAKE AT SMITHERS LANDING",BC,Discontinued,55.05278,-126.48611,1972,1977,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EC012,"BABINE LAKE AT PENDLETON BAY",BC,Discontinued,54.49583,-125.69306,1972,1976,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EC013,"BABINE RIVER AT OUTLET OF NILKITKWA LAKE",BC,Active,55.42654,-126.69763,1972,2024,"6760",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EC014,"TWAIN CREEK TRIBUTARY NEAR BABINE LAKE",BC,Active,54.55947,-125.91444,1999,2024,"",,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08ED001,"NANIKA RIVER AT OUTLET OF KIDPRICE LAKE",BC,Active,53.93033,-127.45169,1950,2024,"732",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08ED002,"MORICE RIVER NEAR HOUSTON",BC,Active,54.11683,-127.42658,1962,2024,"1900",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08ED003,"MORICE RIVER AT THE MOUTH",BC,Discontinued,54.38222,-126.74000,1971,1971,"4270",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08ED004,"THAUTIL CORNER CREEK NEAR MORICE LAKE",BC,Active,54.25583,-127.34972,1999,2024,"4.22",,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE001,"BULKLEY RIVER NEAR HAZELTON",BC,Discontinued,55.25889,-127.60278,1932,1952,"12300",,N,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE002,"BULKLEY RIVER NEAR HUBERT",BC,Discontinued,54.64861,-126.97361,1916,1916,"7490",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08EE003,"BULKLEY RIVER NEAR HOUSTON",BC,Active,54.39938,-126.71941,1971,2024,"2370",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE004,"BULKLEY RIVER AT QUICK",BC,Active,54.61861,-126.89997,1931,2024,"7340",,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE005,"BULKLEY RIVER NEAR SMITHERS",BC,Active,54.76972,-127.13333,1971,2024,"8940",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE006,"JOHN BROWN CREEK NEAR SMITHERS",BC,Discontinued,55.01028,-127.33278,1947,1949,"79.0",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08EE007,"HOSPITAL SPRING NEAR HAZELTON",BC,Discontinued,55.25444,-127.65111,1948,1949,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08EE008,"GOATHORN CREEK NEAR TELKWA",BC,Active,54.64861,-127.12333,1960,2024,"125",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE009,"RICHFIELD CREEK NEAR TOPLEY",BC,Discontinued,54.51639,-126.33444,1966,1974,"173",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE010,"KATHLYN CREEK ABOVE SIMPSON CREEK",BC,Discontinued,54.81250,-127.20139,1973,1979,"24.6",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE011,"KATHLYN LAKE NEAR SMITHERS",BC,Discontinued,54.81750,-127.19861,1971,1980,"",,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE012,"SIMPSON CREEK AT THE MOUTH",BC,Active,54.80994,-127.20416,1974,2024,"13.2",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE013,"BUCK CREEK AT THE MOUTH",BC,Active,54.39608,-126.65024,1973,2024,"565",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE014,"CANYON CREEK NEAR SMITHERS",BC,Discontinued,54.79833,-127.11139,1973,1998,"256",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE015,"FOXY CREEK ABOVE LU CREEK",BC,Discontinued,54.21278,-126.25833,1974,1975,"16.1",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE016,"LU CREEK NEAR THE MOUTH",BC,Discontinued,54.20806,-126.26472,1974,1975,"7.25",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE017,"WATERFALL CREEK AT NEW HAZELTON",BC,Discontinued,55.24583,-127.59056,1974,1975,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE018,"MAXAN CREEK ABOVE BULKLEY LAKE",BC,Discontinued,54.35694,-126.17000,1974,1979,"368",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE019,"MAXAN CREEK AT OUTLET OF MAXAN LAKE",BC,Discontinued,54.31944,-126.11639,1976,1976,"246",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE020,"TELKWA RIVER BELOW TSAI CREEK",BC,Active,54.60736,-127.49720,1975,2024,"367",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE021,"CYGNET CREEK AT ADAMS ROAD",BC,Discontinued,54.84833,-127.07611,1978,1978,"10.4",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE022,"DEEP CREEK BELOW GIBSON CREEK",BC,Discontinued,54.59222,-126.83417,1978,1979,"89.9",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE023,"MCKINNON CREEK ABOVE DIVERSIONS",BC,Discontinued,54.79972,-127.22194,1978,1979,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE024,"CYGNET CREEK ABOVE DIVERSIONS",BC,Discontinued,54.85139,-127.07278,1979,1979,"6.73",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE025,"TWO MILE CREEK IN DISTRICT LOT 4834",BC,Active,55.29611,-127.62075,1982,2024,"21.2",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08EE026,"TYHEE LAKE NEAR TELKWA",BC,Discontinued,54.72250,-127.05139,1983,1983,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE027,"TYHEE CREEK AT OUTLET OF TYHEE LAKE",BC,Discontinued,54.68472,-127.02361,1983,1983,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EE028,"STATION CREEK ABOVE DIVERSIONS",BC,Discontinued,55.23028,-127.56750,1985,1998,"10.8",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EF001,"SKEENA RIVER AT USK",BC,Active,54.63194,-128.43055,1928,2024,"42300",,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EF002,"MACHLANGUEL CREEK NEAR KITWANGA",BC,Discontinued,55.10583,-128.02778,1949,1950,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EF003,"ZYMOETZ RIVER NEAR TERRACE",BC,Discontinued,54.53611,-128.45417,1952,1964,"3080",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EF004,"KITSEGUECLA RIVER NEAR SKEENA CROSSING",BC,Discontinued,55.09028,-127.81111,1965,1971,"728",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EF005,"ZYMOETZ RIVER ABOVE O.K. CREEK",BC,Active,54.49363,-128.32466,1963,2024,"2850",,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EF006,"M3 CREEK NEAR SMITHERS",BC,Active,54.77825,-127.46931,1997,2024,"9.97",,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EFX01,"SKEENA RIVER AT USK TEST",BC,Active,54.63708,-128.40837,2023,2024,"",,,Flow and Level,Continuous,N,N,Y,,VANCOUVER,"",N
08EG001,"BROWN CREEK NEAR PORT ESSINGTON",BC,Discontinued,54.02694,-129.84139,1928,1932,"56.2",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08EG002,"BIG FALLS RIVER NEAR PORT ESSINGTON",BC,Discontinued,53.98389,-129.73139,1928,1930,"248",,R,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08EG003,"KHTADA RIVER NEAR KWINITSA",BC,Discontinued,54.16472,-129.57750,1929,1931,"150",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG004,"THULME RIVER NEAR PORT SIMPSON",BC,Discontinued,54.49167,-129.99583,1929,1931,"73.6",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08EG006,"KITSUMKALUM RIVER NEAR TERRACE",BC,Discontinued,54.58194,-128.66028,1932,1952,"2180",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG007,"LAKELSE RIVER NEAR TERRACE",BC,Discontinued,54.39167,-128.52778,1948,1955,"389",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG008,"WILLIAMS CREEK NEAR TERRACE",BC,Discontinued,54.41528,-128.53306,1954,1954,"218",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08EG009,"SKEENA RIVER AT REMO",BC,Discontinued,54.48111,-128.73583,1950,1952,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG010,"SCHULBUCKHAND CREEK NEAR TERRACE",BC,Discontinued,54.35417,-128.56389,1953,1955,"54.1",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08EG011,"ZYMAGOTITZ RIVER NEAR TERRACE",BC,Discontinued,54.51861,-128.72778,1960,1995,"376",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG012,"EXCHAMSIKS RIVER NEAR TERRACE",BC,Active,54.36219,-129.31283,1962,2024,"370",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08EG013,"BONEYARD CREEK AT OUTLET OF RAINBOW LAKE",BC,Discontinued,54.19861,-130.08056,1964,1965,"33.2",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG014,"RAINBOW LAKE NEAR PRINCE RUPERT",BC,Discontinued,54.19889,-130.08056,1964,1965,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG015,"DIANA CREEK NEAR PRINCE RUPERT",BC,Discontinued,54.22944,-130.16139,1973,1973,"",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG016,"KLOIYA RIVER NEAR PRINCE RUPERT",BC,Discontinued,54.24705,-130.17297,1964,2022,"104",,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG017,"DEEP CREEK ABOVE RESERVOIR",BC,Discontinued,54.58861,-128.57083,1992,2009,"12.5",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08EG018,"CLARENCE CREEK NEAR ROSSWOOD",BC,Active,54.99250,-128.80672,1999,2024,"7.16",,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08EG019,"KITSUMKALUM RIVER BELOW ALICE CREEK",BC,Active,54.67930,-128.74396,2018,2024,"2070",2070,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08FA001,"SANDELL RIVER NEAR WADHAMS",BC,Discontinued,51.56917,-127.51000,1923,1932,"130",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FA002,"WANNOCK RIVER AT OUTLET OF OWIKENO LAKE",BC,Active,51.67917,-127.17917,1927,2024,"3900",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08FA004,"WADHAMS CREEK AT WADHAMS CANNERY",BC,Discontinued,51.51250,-127.51333,1947,1952,"4.92",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FA005,"LEVELTON SPRING (WEIR NO. 1) NEAR KATIT VILLAGE",BC,Discontinued,51.68111,-127.22667,1949,1950,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FA006,"LEVELTON SPRING (WEIR NO. 2) NEAR KATIT VILLAGE",BC,Discontinued,51.68583,-127.24000,1949,1950,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FA007,"OWIKENO LAKE AT RIVERS INLET",BC,Active,51.69218,-127.16739,1961,2024,"",,N,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08FA008,"WASHWASH RIVER AT THE MOUTH",BC,Discontinued,51.85417,-126.65000,1972,1972,"",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"OCEAN SCIENCE AND SURVEYS (DFO) (CANADA)",Y
08FA009,"GENESEE CREEK AT THE MOUTH",BC,Discontinued,51.65833,-126.67917,1969,1970,"17.4",,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,VANCOUVER,"OCEAN SCIENCE AND SURVEYS (DFO) (CANADA)",Y
08FB001,"BELLA COOLA RIVER AT BELLA COOLA",BC,Discontinued,52.37750,-126.75500,1928,1930,"5130",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FB002,"BELLA COOLA RIVER NEAR HAGENSBORG",BC,Discontinued,52.44222,-126.33222,1947,1968,"4040",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FB003,"TASTSQUAN CREEK AT BELLA COOLA",BC,Discontinued,52.36500,-126.75667,1946,1950,"28.4",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FB004,"SALLOOMT RIVER NEAR HAGENSBORG",BC,Active,52.42456,-126.52108,1965,2024,"159",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08FB005,"NUSATSUM RIVER NEAR HAGENSBORG",BC,Discontinued,52.38944,-126.46028,1965,1996,"269",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FB006,"ATNARKO RIVER NEAR THE MOUTH",BC,Active,52.36008,-126.00586,1965,2024,"2550",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08FB007,"BELLA COOLA RIVER ABOVE BURNT BRIDGE CREEK",BC,Discontinued,52.42222,-126.15806,1965,2010,"3720",,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FB008,"BELLA COOLA RIVER AT HAGENSBORG",BC,Discontinued,52.39167,-126.55000,1932,1932,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FB009,"CLAYTON FALLS CREEK NEAR THE MOUTH",BC,Discontinued,52.36444,-126.80806,1980,1996,"92.5",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FB010,"GIBBS BROOK NEAR HAGENSBORG",BC,Discontinued,52.38972,-126.46778,1980,1980,"",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FB011,"BELLA COOLA RIVER ABOVE HAMMER CREEK",BC,Active,52.43922,-126.35244,2011,2024,"",,,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08FC001,"DEAN RIVER NEAR OCEAN FALLS",BC,Discontinued,52.81889,-126.94417,1923,1932,"7850",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FC002,"NASCALL RIVER NEAR OCEAN FALLS",BC,Discontinued,52.49722,-127.28333,1924,1956,"383",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FC003,"DEAN RIVER BELOW TANSWANKET CREEK",BC,Active,52.88947,-125.77117,1972,2024,"3720",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08FC004,"DEAN RIVER ABOVE TOWDYSTAN LAKE",BC,Discontinued,52.26028,-125.08472,1987,1990,"316",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FC005,"DEAN RIVER NEAR ANAHIM LAKE",BC,Discontinued,52.46002,-125.26357,1997,2007,"1060",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FD002,"PORT JOHN CREEK NEAR BELLA BELLA",BC,Discontinued,52.12833,-127.83333,1949,1952,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FE001,"KEMANO RIVER NEAR BUTEDALE",BC,Discontinued,53.50000,-128.08333,1952,1954,"777",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FE002,"KEMANO POWERHOUSE",BC,Active,53.56111,-127.93611,1954,2024,"",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"ALCAN SMELTERS AND CHEMICALS LTD.",Y
08FE003,"KEMANO RIVER ABOVE POWERHOUSE TAILRACE",BC,Active,53.56355,-127.95236,1971,2024,"556",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08FF001,"KITIMAT RIVER BELOW HIRSCH CREEK",BC,Active,54.04872,-128.69051,1964,2024,"1990",,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08FF002,"HIRSCH CREEK NEAR THE MOUTH",BC,Active,54.06405,-128.60261,1966,2024,"353",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08FF003,"LITTLE WEDEENE RIVER BELOW BOWBYES CREEK",BC,Active,54.13639,-128.69000,1966,2024,"180",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08FF004,"TETLOCK CREEK NEAR KITIMAT",BC,Discontinued,54.23472,-128.26139,1997,1999,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FF005,"KILOMETRE 18.9 CREEK NEAR KITIMAT",BC,Discontinued,54.21556,-128.22194,1999,2009,"12.7",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08FF006,"RENEGADE CREEK NEAR KITIMAT",BC,Active,53.94891,-128.73752,1997,2024,"3.19",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08GA001,"HIXON CREEK AT OUTLET OF BELKNAP LAKE",BC,Discontinued,49.52778,-122.83333,1912,1921,"19.9",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA002,"BRANDT CREEK NEAR VANCOUVER (LOWER STATION)",BC,Discontinued,49.52667,-122.89667,1912,1914,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA003,"HIXON CREEK NEAR THE MOUTH",BC,Discontinued,49.51083,-122.88083,1921,1921,"",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA004,"INDIAN RIVER NEAR THE MOUTH",BC,Discontinued,49.48750,-122.88167,1942,1942,"181",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08GA005,"INDIAN RIVER NEAR VANCOUVER (UPPER STATION)",BC,Discontinued,49.55333,-122.93333,1912,1921,"",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08GA006,"NORTON CREEK NEAR VANCOUVER",BC,Discontinued,49.54167,-122.85250,1912,1921,"2.36",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA007,"YOUNG CREEK NEAR VANCOUVER",BC,Discontinued,49.55000,-122.86750,1921,1921,"6.22",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA008,"BRANDT CREEK NEAR VANCOUVER (UPPER STATION)",BC,Discontinued,49.55500,-122.86667,1913,1921,"3.37",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA009,"HIXON CREEK BELOW ANN LAKE",BC,Discontinued,49.54167,-122.83333,1921,1921,"16.8",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA010,"CAPILANO RIVER ABOVE INTAKE",BC,Active,49.39624,-123.14584,1914,2024,"173",,R,Flow and Level,Continuous,Y,N,N,ASSUMED DATUM NO. 1,VANCOUVER,"",N
08GA011,"HIXON CREEK TRIBUTARY",BC,Discontinued,49.52778,-122.83333,1916,1920,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA012,"LYNN CREEK NEAR NORTH VANCOUVER",BC,Discontinued,49.36028,-123.02556,1913,1941,"36.3",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA013,"SEYMOUR RIVER ABOVE INTAKE",BC,Discontinued,49.39806,-122.98444,1909,1940,"153",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA014,"CHEAKAMUS RIVER NEAR CHEEKYE",BC,Discontinued,49.79944,-123.15583,1916,1917,"1070",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA015,"FORESTRY CREEK NEAR VANCOUVER",BC,Discontinued,49.53333,-122.90000,1915,1921,"12.2",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA016,"BRANDYWINE CREEK NEAR BREW",BC,Discontinued,50.03667,-123.12000,1922,1923,"46.6",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA017,"CHEAKAMUS RIVER AT GARIBALDI",BC,Discontinued,49.96528,-123.15083,1921,1969,"813",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA018,"IOCO NO. 2 CREEK NEAR IOCO",BC,Discontinued,49.30389,-122.87361,1918,1919,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08GA019,"IOCO NO. 5 CREEK NEAR IOCO",BC,Discontinued,49.30250,-122.87028,1918,1919,"",,R,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08GA020,"RAINY RIVER AT THE MOUTH",BC,Discontinued,49.52444,-123.48417,1970,1973,"69.4",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA021,"SEYMOUR RIVER AT SEYMOUR FALLS",BC,Discontinued,49.44028,-122.96528,1927,1927,"148",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08GA022,"SQUAMISH RIVER NEAR BRACKENDALE",BC,Active,49.79502,-123.20316,1922,2024,"2350",,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08GA023,"RUBBLE CREEK NEAR GARIBALDI",BC,Discontinued,49.96500,-123.13194,1923,1960,"74.1",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08GA024,"CHEAKAMUS RIVER NEAR MONS",BC,Discontinued,50.08333,-123.04833,1969,1969,"287",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08GA025,"BURWELL CREEK NEAR NORTH VANCOUVER",BC,Discontinued,49.45806,-122.99083,1929,1929,"",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA026,"CAPILANO RIVER ABOVE EASTCAP CREEK",BC,Active,49.45459,-123.11041,1927,2024,"69.9",,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08GA027,"EASTCAP CREEK NEAR THE MOUTH",BC,Discontinued,49.45028,-123.10333,1927,2003,"41.4",,N,Flow,Continuous,N,N,N,ASSUMED DATUM NO. 1,VANCOUVER,"",N
08GA028,"SEYMOUR RIVER AT SEYMOUR FALLS DAM",BC,Discontinued,49.44028,-122.96528,1963,1963,"148",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA030,"SEYMOUR RIVER NEAR NORTH VANCOUVER",BC,Active,49.34198,-123.00212,1929,2024,"179",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08GA031,"CAPILANO RIVER AT CANYON",BC,Active,49.35795,-123.11095,1929,2024,"197",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08GA032,"GARIBALDI LAKE NEAR GARIBALDI",BC,Discontinued,49.94583,-123.05444,1933,1934,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA033,"RUBBLE CREEK BELOW PARNASSUS CREEK",BC,Discontinued,49.94528,-123.06000,1934,1934,"51.8",,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,"",N
08GA034,"LESSER GARIBALDI LAKE NEAR GARIBALDI",BC,Discontinued,49.94583,-123.07361,1932,1934,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA035,"BARRIER LAKE NEAR GARIBALDI",BC,Discontinued,49.94778,-123.07861,1932,1933,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA036,"DAKOTA CREEK NEAR PORT MELLON",BC,Discontinued,49.51083,-123.49556,1952,1952,"",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA037,"MCNAIR CREEK NEAR PORT MELLON",BC,Discontinued,49.51194,-123.49472,1951,1952,"20.5",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08GA038,"CHANCE CREEK NEAR GARIBALDI",BC,Discontinued,49.95972,-123.16806,1954,1957,"24.9",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08GA039,"CHEEKYE CREEK NEAR BRACKENDALE",BC,Discontinued,49.79583,-123.15000,1957,1957,"57.5",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA040,"CULLITON CREEK NEAR BRACKENDALE",BC,Discontinued,49.87222,-123.17639,1954,1957,"73.8",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08GA041,"ELAHO RIVER NEAR SQUAMISH",BC,Discontinued,50.22361,-123.57778,1958,1958,"1100",,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
