x,y,MAX_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE,MAX_TEMPERATURE,LOCAL_MONTH,STATION_NAME,TOTAL_RAIN_FLAG,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,TOTAL_RAIN,ID,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,TOTAL_PRECIPITATION_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND_FLAG,PROVINCE_CODE,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,MAX_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST,LOCAL_DAY,CLIMATE_IDENTIFIER,LOCAL_DATE
-128.63416666666666,54.05361111111111,,,2,5,3,KITIMAT TOWNSITE,,,3.5,15.4,1064320.2016.3.8,,0,,2016,,,0,,14.5,15.4,,,,,BC,,0,,,,8,1064320,2016-03-08 00:00:00
-128.63416666666666,54.05361111111111,,,14,16,7,KITIMAT TOWNSITE,,,15,13.4,1064320.2016.7.1,,0,,2016,,,0,,3,13.4,,,,,BC,,0,,,,1,1064320,2016-07-01 00:00:00
-128.63416666666666,54.05361111111111,,,-5,2,11,KITIMAT TOWNSITE,,,-1.5,0,1064320.2014.11.15,,0,,2014,,,0,,19.5,0,,,,,BC,,0,,,,15,1064320,2014-11-15 00:00:00
-128.63416666666666,54.05361111111111,,,9.5,17,5,KITIMAT TOWNSITE,,,13.3,23.2,1064320.2017.5.11,,0,,2017,,,0,,4.7,23.2,,,,,BC,,0,,,,11,1064320,2017-05-11 00:00:00
-128.63416666666666,54.05361111111111,,,-15,-4,2,KITIMAT TOWNSITE,,,-9.5,0,1064320.2018.2.10,,0,,2018,,,0,,27.5,0,,,,,BC,,0,,,,10,1064320,2018-02-10 00:00:00
-128.63416666666666,54.05361111111111,,,15,24,7,KITIMAT TOWNSITE,,,19.5,0,1064320.2019.7.11,,0,,2019,,,1.5,,0,0,,,,,BC,,0,,,,11,1064320,2019-07-11 00:00:00
-128.63416666666666,54.05361111111111,,,3,11,10,KITIMAT TOWNSITE,,,7,3,1064320.2020.10.16,,0,,2020,,,0,,11,3,,,,,BC,,0,,,,16,1064320,2020-10-16 00:00:00
-128.63416666666666,54.05361111111111,,,9,24,5,KITIMAT TOWNSITE,,,16.5,0,1064320.2015.5.16,,0,,2015,,,0,,1.5,0,,,,,BC,,0,,,,16,1064320,2015-05-16 00:00:00
-128.63416666666666,54.05361111111111,,,3,10,4,KITIMAT TOWNSITE,,,6.5,4,1064320.2015.4.4,,0,,2015,,,0,,11.5,4,,,,,BC,,0,,,,4,1064320,2015-04-04 00:00:00
-128.63416666666666,54.05361111111111,,,4,17,4,KITIMAT TOWNSITE,,,10.5,0,1064320.2017.4.16,,0,,2017,,,0,,7.5,0,,,,,BC,,0,,,,16,1064320,2017-04-16 00:00:00
-128.63416666666666,54.05361111111111,,,9,15,6,KITIMAT TOWNSITE,,,12,0.5,1064320.2017.6.12,,0,,2017,,,0,,6,0.5,,,,,BC,,0,,,,12,1064320,2017-06-12 00:00:00
-128.63416666666666,54.05361111111111,,,9,26,7,KITIMAT TOWNSITE,,,17.5,0,1064320.2018.7.8,,0,,2018,,,0,,0.5,0,,,,,BC,,0,,,,8,1064320,2018-07-08 00:00:00
-128.63416666666666,54.05361111111111,,,14,18,7,KITIMAT TOWNSITE,,,16,10.2,1064320.2015.7.12,,0,,2015,,,0,,2,10.2,,,,,BC,,0,,,,12,1064320,2015-07-12 00:00:00
-128.63416666666666,54.05361111111111,,,1,11,5,KITIMAT TOWNSITE,,,6,37.2,1064320.2014.5.21,,0,,2014,,,0,,12,37.2,,,,,BC,,0,,,,21,1064320,2014-05-21 00:00:00
-128.63416666666666,54.05361111111111,,,6,16,6,KITIMAT TOWNSITE,,,11,0.8,1064320.2013.6.2,,0,,2013,,,0,,7,0.8,,,,,BC,,0,,,,2,1064320,2013-06-02 00:00:00
-128.63416666666666,54.05361111111111,,,1,5,2,KITIMAT TOWNSITE,,,3,2.2,1064320.2015.2.26,,27,,2015,,,0,,15,2.2,,,,,BC,,0,,,,26,1064320,2015-02-26 00:00:00
-128.63416666666666,54.05361111111111,,,1,9,4,KITIMAT TOWNSITE,,,5,6.6,1064320.2014.4.14,,0,,2014,,,0,,13,6.6,,,,,BC,,0,,,,14,1064320,2014-04-14 00:00:00
-128.63416666666666,54.05361111111111,,,-1,17,3,KITIMAT TOWNSITE,,,8,0,1064320.2013.3.30,,0,,2013,,,0,,10,0,,,,,BC,,0,,,,30,1064320,2013-03-30 00:00:00
-128.63416666666666,54.05361111111111,,,4,12,11,KITIMAT TOWNSITE,,,8,15.8,1064320.2021.11.4,,0,,2021,,,0,,10,15.8,,,,,BC,,0,,,,4,1064320,2021-11-04 00:00:00
-128.63416666666666,54.05361111111111,,,11,27,9,KITIMAT TOWNSITE,,,19,0,1064320.2017.9.4,,0,,2017,,,1,,0,0,,,,,BC,,0,,,,4,1064320,2017-09-04 00:00:00
-128.63416666666666,54.05361111111111,,,-11,-7,1,KITIMAT TOWNSITE,,,-9,0,1064320.2022.1.3,,0,,2022,,,0,,27,0,,,,,BC,,0,,,,3,1064320,2022-01-03 00:00:00
-128.63416666666666,54.05361111111111,,,-8,-6,2,KITIMAT TOWNSITE,,,-7,0,1064320.2014.2.11,,0,,2014,,,0,,25,14.5,,,,,BC,,14.5,,,,11,1064320,2014-02-11 00:00:00
-128.63416666666666,54.05361111111111,,,10,16,9,KITIMAT TOWNSITE,,,13,14,1064320.2017.9.28,,0,,2017,,,0,,5,14,,,,,BC,,0,,,,28,1064320,2017-09-28 00:00:00
-128.63416666666666,54.05361111111111,,,8,24,8,KITIMAT TOWNSITE,,,16,0.2,1064320.2018.8.24,,0,,2018,,,0,,2,0.2,,,,,BC,,0,,,,24,1064320,2018-08-24 00:00:00
-128.63416666666666,54.05361111111111,,,1,7,3,KITIMAT TOWNSITE,,,4,13,1064320.2021.3.23,,0,,2021,,,0,,14,13,,,,,BC,,0,,,,23,1064320,2021-03-23 00:00:00
-128.63416666666666,54.05361111111111,,,14,22,7,KITIMAT TOWNSITE,,,18,2.4,1064320.2014.7.27,,0,,2014,,,0,,0,2.4,,,,,BC,,0,,,,27,1064320,2014-07-27 00:00:00
-128.63416666666666,54.05361111111111,,,7,10,10,KITIMAT TOWNSITE,,,8.5,1,1064320.2015.10.16,,0,,2015,,,0,,9.5,1,,,,,BC,,0,,,,16,1064320,2015-10-16 00:00:00
-128.63416666666666,54.05361111111111,,,-9,-4,3,KITIMAT TOWNSITE,,,-6.5,0,1064320.2014.3.1,,0,,2014,,,0,,24.5,0,,,,,BC,,0,,,,1,1064320,2014-03-01 00:00:00
-128.63416666666666,54.05361111111111,,,2,16,10,KITIMAT TOWNSITE,,,9,0,1064320.2018.10.13,,0,,2018,,,0,,9,0,,,,,BC,,0,,,,13,1064320,2018-10-13 00:00:00
-128.63416666666666,54.05361111111111,,,6,9,11,KITIMAT TOWNSITE,,,7.5,51,1064320.2019.11.22,,0,,2019,,,0,,10.5,51,,,,,BC,,0,,,,22,1064320,2019-11-22 00:00:00
-128.63416666666666,54.05361111111111,,,9,27,7,KITIMAT TOWNSITE,,,18,0,1064320.2014.7.31,,0,,2014,,,0,,0,0,,,,,BC,,0,,,,31,1064320,2014-07-31 00:00:00
-128.63416666666666,54.05361111111111,,,0,6,4,KITIMAT TOWNSITE,,,3,4,1064320.2017.4.5,,0,,2017,,,0,,15,4,,,,,BC,,0,,,,5,1064320,2017-04-05 00:00:00
-128.63416666666666,54.05361111111111,,,4,8,10,KITIMAT TOWNSITE,,,6,2,1064320.2014.10.31,,0,,2014,,,0,,12,2,,,,,BC,,0,,,,31,1064320,2014-10-31 00:00:00
-128.63416666666666,54.05361111111111,,,12,26.5,7,KITIMAT TOWNSITE,,,19.3,0,1064320.2015.7.2,,0,,2015,,,1.3,,0,0,,,,,BC,,0,,,,2,1064320,2015-07-02 00:00:00
-128.63416666666666,54.05361111111111,,,7,15,10,KITIMAT TOWNSITE,,,11,0,1064320.2014.10.1,,0,,2014,,,0,,7,0,,,,,BC,,0,,,,1,1064320,2014-10-01 00:00:00
-128.63416666666666,54.05361111111111,,,6.5,21,9,KITIMAT TOWNSITE,,,13.8,0,1064320.2014.9.3,,0,,2014,,,0,,4.2,0,,,,,BC,,0,,,,3,1064320,2014-09-03 00:00:00
-128.63416666666666,54.05361111111111,,,0,7,3,KITIMAT TOWNSITE,,,3.5,0,1064320.2018.3.31,,0,,2018,,,0,,14.5,0,,,,,BC,,0,,,,31,1064320,2018-03-31 00:00:00
-128.63416666666666,54.05361111111111,,,7,13,5,KITIMAT TOWNSITE,,,10,6.2,1064320.2013.5.13,,0,,2013,,,0,,8,6.2,,,,,BC,,0,,,,13,1064320,2013-05-13 00:00:00
-128.63416666666666,54.05361111111111,,,12,15,8,KITIMAT TOWNSITE,,,13.5,0.9,1064320.2015.8.24,,0,,2015,,,0,,4.5,0.9,,,,,BC,,0,,,,24,1064320,2015-08-24 00:00:00
-128.63416666666666,54.05361111111111,,,4,11,4,KITIMAT TOWNSITE,,,7.5,5.4,1064320.2013.4.6,,0,,2013,,,0,,10.5,5.4,,,,,BC,,0,,,,6,1064320,2013-04-06 00:00:00
-128.63416666666666,54.05361111111111,,,-1,13,4,KITIMAT TOWNSITE,,,6,0,1064320.2021.4.12,,0,,2021,,,0,,12,0,,,,,BC,,0,,,,12,1064320,2021-04-12 00:00:00
-128.63416666666666,54.05361111111111,,,2.5,21,5,KITIMAT TOWNSITE,,,11.8,0,1064320.2014.5.6,,0,,2014,,,0,,6.2,0,,,,,BC,,0,,,,6,1064320,2014-05-06 00:00:00
-128.63416666666666,54.05361111111111,,,10,15,9,KITIMAT TOWNSITE,,,12.5,1.1,1064320.2016.9.18,,0,,2016,,,0,,5.5,1.1,,,,,BC,,0,,,,18,1064320,2016-09-18 00:00:00
-128.63416666666666,54.05361111111111,,,-3,0,12,KITIMAT TOWNSITE,,,-1.5,0,1064320.2014.12.16,,0,,2014,,,0,,19.5,7.5,,,,,BC,,7.5,,,,16,1064320,2014-12-16 00:00:00
-128.63416666666666,54.05361111111111,,,5,18,9,KITIMAT TOWNSITE,,,11.5,0,1064320.2016.9.29,,0,,2016,,,0,,6.5,0,,,,,BC,,0,,,,29,1064320,2016-09-29 00:00:00
-128.63416666666666,54.05361111111111,,,0,16,3,KITIMAT TOWNSITE,,,8,0.5,1064320.2019.3.21,,0,,2019,,,0,,10,0.5,,,,,BC,,0,,,,21,1064320,2019-03-21 00:00:00
-128.63416666666666,54.05361111111111,,,-2,1,2,KITIMAT TOWNSITE,,,-0.5,0,1064320.2015.2.9,,0,,2015,,,0,,18.5,0,,,,,BC,,0,,,,9,1064320,2015-02-09 00:00:00
-128.63416666666666,54.05361111111111,,,6,13,9,KITIMAT TOWNSITE,,,9.5,6.7,1064320.2015.9.17,,0,,2015,,,0,,8.5,6.7,,,,,BC,,0,,,,17,1064320,2015-09-17 00:00:00
-128.63416666666666,54.05361111111111,,,1,20,5,KITIMAT TOWNSITE,,,10.5,0,1064320.2014.5.5,,0,,2014,,,0,,7.5,0,,,,,BC,,0,,,,5,1064320,2014-05-05 00:00:00
-128.63416666666666,54.05361111111111,,,0.5,3,11,KITIMAT TOWNSITE,,,1.8,5.2,1064320.2015.11.14,,0,,2015,,,0,,16.2,5.2,,,,,BC,,0,,,,14,1064320,2015-11-14 00:00:00
-128.63416666666666,54.05361111111111,,,-1,12,4,KITIMAT TOWNSITE,,,5.5,1,1064320.2018.4.18,,0,,2018,,,0,,12.5,1,,,,,BC,,0,,,,18,1064320,2018-04-18 00:00:00
-128.63416666666666,54.05361111111111,,,0,7,2,KITIMAT TOWNSITE,,,3.5,0,1064320.2022.2.20,,0,,2022,,,0,,14.5,0,,,,,BC,,0,,,,20,1064320,2022-02-20 00:00:00
-128.63416666666666,54.05361111111111,,,5,16,9,KITIMAT TOWNSITE,,,10.5,0,1064320.2018.9.13,,0,,2018,,,0,,7.5,0,,,,,BC,,0,,,,13,1064320,2018-09-13 00:00:00
-128.63416666666666,54.05361111111111,,,-4.5,4,1,KITIMAT TOWNSITE,,,-0.3,17.4,1064320.2015.1.1,,0,,2015,,,0,,18.3,17.4,,,,,BC,,0,,,,1,1064320,2015-01-01 00:00:00
-128.63416666666666,54.05361111111111,,,12,25,7,KITIMAT TOWNSITE,,,18.5,7.4,1064320.2014.7.18,,0,,2014,,,0.5,,0,7.4,,,,,BC,,0,,,,18,1064320,2014-07-18 00:00:00
-128.63416666666666,54.05361111111111,,,0,7,3,KITIMAT TOWNSITE,,,3.5,6,1064320.2018.3.29,,0,,2018,,,0,,14.5,12,,,,,BC,,6,,,,29,1064320,2018-03-29 00:00:00
-128.63416666666666,54.05361111111111,,,-9,-4,1,KITIMAT TOWNSITE,,,-6.5,0,1064320.2015.1.5,,0,,2015,,,0,,24.5,0,,,,,BC,,0,,,,5,1064320,2015-01-05 00:00:00
-128.63416666666666,54.05361111111111,,,7,22,5,KITIMAT TOWNSITE,,,14.5,0,1064320.2016.5.20,,0,,2016,,,0,,3.5,0,,,,,BC,,0,,,,20,1064320,2016-05-20 00:00:00
-128.63416666666666,54.05361111111111,,,15,28,7,KITIMAT TOWNSITE,,,21.5,0,1064320.2019.7.2,,0,,2019,,,3.5,,0,0,,,,,BC,,0,,,,2,1064320,2019-07-02 00:00:00
-128.63416666666666,54.05361111111111,,,-5,11,4,KITIMAT TOWNSITE,,,3,0,1064320.2020.4.5,,0,,2020,,,0,,15,0,,,,,BC,,0,,,,5,1064320,2020-04-05 00:00:00
-128.63416666666666,54.05361111111111,,,10,26,7,KITIMAT TOWNSITE,,,18,2,1064320.2018.7.3,,0,,2018,,,0,,0,2,,,,,BC,,0,,,,3,1064320,2018-07-03 00:00:00
-128.63416666666666,54.05361111111111,,,-1.5,15,3,KITIMAT TOWNSITE,,,6.8,0,1064320.2014.3.31,,0,,2014,,,0,,11.2,0,,,,,BC,,0,,,,31,1064320,2014-03-31 00:00:00
-128.63416666666666,54.05361111111111,,,7,19,9,KITIMAT TOWNSITE,,,13,0,1064320.2018.9.21,,0,,2018,,,0,,5,0,,,,,BC,,0,,,,21,1064320,2018-09-21 00:00:00
-128.63416666666666,54.05361111111111,,,5,13,10,KITIMAT TOWNSITE,,,9,55,1064320.2015.10.8,,0,,2015,,,0,,9,55,,,,,BC,,0,,,,8,1064320,2015-10-08 00:00:00
-128.63416666666666,54.05361111111111,,,-16,-6,12,KITIMAT TOWNSITE,,,-11,0,1064320.2015.12.31,,0,,2015,,,0,,29,0.4,,,,,BC,,0.4,,,,31,1064320,2015-12-31 00:00:00
-128.63416666666666,54.05361111111111,,,10,27,6,KITIMAT TOWNSITE,,,18.5,0,1064320.2016.6.5,,0,,2016,,,0.5,,0,0,,,,,BC,,0,,,,5,1064320,2016-06-05 00:00:00
-128.63416666666666,54.05361111111111,,,-6,0,12,KITIMAT TOWNSITE,,,-3,0,1064320.2014.12.5,,0,,2014,,,0,,21,1.5,,,,,BC,,1.5,,,,5,1064320,2014-12-05 00:00:00
-128.63416666666666,54.05361111111111,,,0,4,11,KITIMAT TOWNSITE,,,2,19,1064320.2016.11.29,,0,,2016,,,0,,16,19,,,,,BC,,0,,,,29,1064320,2016-11-29 00:00:00
-128.63416666666666,54.05361111111111,,,14,18,7,KITIMAT TOWNSITE,,,16,1.6,1064320.2015.7.13,,0,,2015,,,0,,2,1.6,,,,,BC,,0,,,,13,1064320,2015-07-13 00:00:00
-128.63416666666666,54.05361111111111,,,9,29,5,KITIMAT TOWNSITE,,,19,0,1064320.2019.5.10,,0,,2019,,,1,,0,0,,,,,BC,,0,,,,10,1064320,2019-05-10 00:00:00
-128.63416666666666,54.05361111111111,,,15,25,7,KITIMAT TOWNSITE,,,20,0,1064320.2018.7.11,,0,,2018,,,2,,0,0,,,,,BC,,0,,,,11,1064320,2018-07-11 00:00:00
-128.63416666666666,54.05361111111111,,,-3,3,12,KITIMAT TOWNSITE,,,0,12.2,1064320.2014.12.7,,0,,2014,,,0,,18,12.2,,,,,BC,,0,,,,7,1064320,2014-12-07 00:00:00
-128.63416666666666,54.05361111111111,,,0,3,11,KITIMAT TOWNSITE,,,1.5,0,1064320.2020.11.17,,0,,2020,,,0,,16.5,14,,,,,BC,,14,,,,17,1064320,2020-11-17 00:00:00
-128.63416666666666,54.05361111111111,,,13,16,10,KITIMAT TOWNSITE,,,14.5,4,1064320.2020.10.3,,0,,2020,,,0,,3.5,4,,,,,BC,,0,,,,3,1064320,2020-10-03 00:00:00
-128.63416666666666,54.05361111111111,,,-2,2,1,KITIMAT TOWNSITE,,,0,7,1064320.2013.1.22,,0,,2013,,,0,,18,7,,,,,BC,,0,,,,22,1064320,2013-01-22 00:00:00
-128.63416666666666,54.05361111111111,,,-6,4,1,KITIMAT TOWNSITE,,,-1,0.2,1064320.2017.1.21,,0,,2017,,,0,,19,0.2,,,,,BC,,0,,,,21,1064320,2017-01-21 00:00:00
-128.63416666666666,54.05361111111111,,,15,25,8,KITIMAT TOWNSITE,,,20,0,1064320.2013.8.13,,0,,2013,,,2,,0,0,,,,,BC,,0,,,,13,1064320,2013-08-13 00:00:00
-128.63416666666666,54.05361111111111,,,14,28,8,KITIMAT TOWNSITE,,,21,0,1064320.2016.8.17,,0,,2016,,,3,,0,0,,,,,BC,,0,,,,17,1064320,2016-08-17 00:00:00
-128.63416666666666,54.05361111111111,,,5,17,5,KITIMAT TOWNSITE,,,11,0,1064320.2014.5.9,,0,,2014,,,0,,7,0,,,,,BC,,0,,,,9,1064320,2014-05-09 00:00:00
-128.63416666666666,54.05361111111111,,,15,19,8,KITIMAT TOWNSITE,,,17,10.7,1064320.2017.8.22,,0,,2017,,,0,,1,10.7,,,,,BC,,0,,,,22,1064320,2017-08-22 00:00:00
-128.63416666666666,54.05361111111111,,,0,5,2,KITIMAT TOWNSITE,,,2.5,0,1064320.2018.2.25,,0,,2018,,,0,,15.5,0,,,,,BC,,0,,,,25,1064320,2018-02-25 00:00:00
-128.63416666666666,54.05361111111111,,,9,13,9,KITIMAT TOWNSITE,,,11,17.2,1064320.2016.9.24,,0,,2016,,,0,,7,17.2,,,,,BC,,0,,,,24,1064320,2016-09-24 00:00:00
-128.63416666666666,54.05361111111111,,,12,22,9,KITIMAT TOWNSITE,,,17,2,1064320.2019.9.7,,0,,2019,,,0,,1,2,,,,,BC,,0,,,,7,1064320,2019-09-07 00:00:00
-128.63416666666666,54.05361111111111,,,-10,-6.5,12,KITIMAT TOWNSITE,,,-8.3,0,1064320.2013.12.6,,0,,2013,,,0,,26.3,0,,,,,BC,,0,,,,6,1064320,2013-12-06 00:00:00
-128.63416666666666,54.05361111111111,,,5,15,10,KITIMAT TOWNSITE,,,10,0,1064320.2017.10.31,,0,,2017,,,0,,8,0,,,,,BC,,0,,,,31,1064320,2017-10-31 00:00:00
-128.63416666666666,54.05361111111111,,,1,17,4,KITIMAT TOWNSITE,,,9,0,1064320.2019.4.28,,0,,2019,,,0,,9,0,,,,,BC,,0,,,,28,1064320,2019-04-28 00:00:00
-128.63416666666666,54.05361111111111,,,10,19,9,KITIMAT TOWNSITE,,,14.5,0,1064320.2017.9.12,,0,,2017,,,0,,3.5,0,,,,,BC,,0,,,,12,1064320,2017-09-12 00:00:00
-128.63416666666666,54.05361111111111,,,-6,6,3,KITIMAT TOWNSITE,,,0,0,1064320.2019.3.8,,0,,2019,,,0,,18,0,,,,,BC,,0,,,,8,1064320,2019-03-08 00:00:00
-128.63416666666666,54.05361111111111,,,16,27,8,KITIMAT TOWNSITE,,,21.5,0,1064320.2013.8.9,,0,,2013,,,3.5,,0,0,,,,,BC,,0,,,,9,1064320,2013-08-09 00:00:00
-128.63416666666666,54.05361111111111,,,-14,-2,2,KITIMAT TOWNSITE,,,-8,0,1064320.2017.2.6,,0,,2017,,,0,,26,0,,,,,BC,,0,,,,6,1064320,2017-02-06 00:00:00
-128.63416666666666,54.05361111111111,,,-4,8,2,KITIMAT TOWNSITE,,,2,0,1064320.2017.2.27,,0,,2017,,,0,,16,0,,,,,BC,,0,,,,27,1064320,2017-02-27 00:00:00
-128.63416666666666,54.05361111111111,,,6,16,5,KITIMAT TOWNSITE,,,11,9,1064320.2019.5.20,,0,,2019,,,0,,7,9,,,,,BC,,0,,,,20,1064320,2019-05-20 00:00:00
-128.63416666666666,54.05361111111111,,,3,14,4,KITIMAT TOWNSITE,,,8.5,4,1064320.2019.4.25,,0,,2019,,,0,,9.5,4,,,,,BC,,0,,,,25,1064320,2019-04-25 00:00:00
-128.63416666666666,54.05361111111111,,,4,10,11,KITIMAT TOWNSITE,,,7,38,1064320.2019.11.7,,0,,2019,,,0,,11,38,,,,,BC,,0,,,,7,1064320,2019-11-07 00:00:00
-128.63416666666666,54.05361111111111,,,-1,4,12,KITIMAT TOWNSITE,,,1.5,2,1064320.2018.12.25,,0,,2018,,,0,,16.5,10,,,,,BC,,8,,,,25,1064320,2018-12-25 00:00:00
-128.63416666666666,54.05361111111111,,,4,8,4,KITIMAT TOWNSITE,,,6,15,1064320.2016.4.16,,0,,2016,,,0,,12,15,,,,,BC,,0,,,,16,1064320,2016-04-16 00:00:00
-128.63416666666666,54.05361111111111,,,8,29,6,KITIMAT TOWNSITE,,,18.5,0,1064320.2018.6.16,,0,,2018,,,0.5,,0,0,,,,,BC,,0,,,,16,1064320,2018-06-16 00:00:00
-128.63416666666666,54.05361111111111,,,5,7.5,3,KITIMAT TOWNSITE,,,6.3,18.8,1064320.2015.3.26,,0,,2015,,,0,,11.7,18.8,,,,,BC,,0,,,,26,1064320,2015-03-26 00:00:00
-128.63416666666666,54.05361111111111,,,16,29,7,KITIMAT TOWNSITE,,,22.5,1,1064320.2016.7.19,,0,,2016,,,4.5,,0,1,,,,,BC,,0,,,,19,1064320,2016-07-19 00:00:00
-128.63416666666666,54.05361111111111,,,10,15,5,KITIMAT TOWNSITE,,,12.5,0.8,1064320.2014.5.19,,0,,2014,,,0,,5.5,0.8,,,,,BC,,0,,,,19,1064320,2014-05-19 00:00:00
-128.63416666666666,54.05361111111111,,,13,25,6,KITIMAT TOWNSITE,,,19,0,1064320.2015.6.26,,0,,2015,,,1,,0,0,,,,,BC,,0,,,,26,1064320,2015-06-26 00:00:00
-128.63416666666666,54.05361111111111,,,-1,7,4,KITIMAT TOWNSITE,,,3,26.5,1064320.2019.4.21,,0,,2019,,,0,,15,26.5,,,,,BC,,0,,,,21,1064320,2019-04-21 00:00:00
-128.63416666666666,54.05361111111111,,,-14,-1,2,KITIMAT TOWNSITE,,,-7.5,0,1064320.2018.2.5,,0,,2018,,,0,,25.5,1,,,,,BC,,1,,,,5,1064320,2018-02-05 00:00:00
-128.63416666666666,54.05361111111111,,,-3,5,1,KITIMAT TOWNSITE,,,1,4,1064320.2018.1.18,,0,,2018,,,0,,17,4,,,,,BC,,0,,,,18,1064320,2018-01-18 00:00:00
-128.63416666666666,54.05361111111111,,,1,13,12,KITIMAT TOWNSITE,,,7,29.6,1064320.2014.12.9,,0,,2014,,,0,,11,29.6,,,,,BC,,0,,,,9,1064320,2014-12-09 00:00:00
-128.63416666666666,54.05361111111111,,,6,21.5,5,KITIMAT TOWNSITE,,,13.8,0,1064320.2014.5.11,,0,,2014,,,0,,4.2,0,,,,,BC,,0,,,,11,1064320,2014-05-11 00:00:00
-128.63416666666666,54.05361111111111,,,-13,-2,12,KITIMAT TOWNSITE,,,-7.5,0,1064320.2016.12.24,,0,,2016,,,0,,25.5,0,,,,,BC,,0,,,,24,1064320,2016-12-24 00:00:00
-128.63416666666666,54.05361111111111,,,6,19,5,KITIMAT TOWNSITE,,,12.5,0,1064320.2018.5.11,,0,,2018,,,0,,5.5,0,,,,,BC,,0,,,,11,1064320,2018-05-11 00:00:00
-128.63416666666666,54.05361111111111,,,10,13,6,KITIMAT TOWNSITE,,,11.5,18,1064320.2017.6.2,,0,,2017,,,0,,6.5,18,,,,,BC,,0,,,,2,1064320,2017-06-02 00:00:00
-128.63416666666666,54.05361111111111,,,-8,1,11,KITIMAT TOWNSITE,,,-3.5,1,1064320.2014.11.18,,0,,2014,,,0,,21.5,1,,,,,BC,,0,,,,18,1064320,2014-11-18 00:00:00
-128.63416666666666,54.05361111111111,,,10,23,6,KITIMAT TOWNSITE,,,16.5,3,1064320.2020.6.17,,0,,2020,,,0,,1.5,3,,,,,BC,,0,,,,17,1064320,2020-06-17 00:00:00
-128.63416666666666,54.05361111111111,,,-8,2,3,KITIMAT TOWNSITE,,,-3,0,1064320.2018.3.2,,0,,2018,,,0,,21,0,,,,,BC,,0,,,,2,1064320,2018-03-02 00:00:00
-128.63416666666666,54.05361111111111,,,-1,3,12,KITIMAT TOWNSITE,,,1,0,1064320.2016.12.31,,0,,2016,,,0,,17,0,,,,,BC,,0,,,,31,1064320,2016-12-31 00:00:00
-128.63416666666666,54.05361111111111,,,15,30,7,KITIMAT TOWNSITE,,,22.5,5,1064320.2018.7.5,,0,,2018,,,4.5,,0,5,,,,,BC,,0,,,,5,1064320,2018-07-05 00:00:00
-128.63416666666666,54.05361111111111,,,6,18,6,KITIMAT TOWNSITE,,,12,0.5,1064320.2018.6.30,,0,,2018,,,0,,6,0.5,,,,,BC,,0,,,,30,1064320,2018-06-30 00:00:00
-128.63416666666666,54.05361111111111,,,4,9,3,KITIMAT TOWNSITE,,,6.5,6.2,1064320.2015.3.20,,0,,2015,,,0,,11.5,6.2,,,,,BC,,0,,,,20,1064320,2015-03-20 00:00:00
-128.63416666666666,54.05361111111111,,,-9,,12,KITIMAT TOWNSITE,,,,0,1064320.2017.12.29,M,0,M,2017,,M,,,,0,,,,,BC,,0,M,,,29,1064320,2017-12-29 00:00:00
-128.63416666666666,54.05361111111111,,,7,10,10,KITIMAT TOWNSITE,,,8.5,4,1064320.2017.10.9,,0,,2017,,,0,,9.5,4,,,,,BC,,0,,,,9,1064320,2017-10-09 00:00:00
-128.63416666666666,54.05361111111111,,,-8,-1,2,KITIMAT TOWNSITE,,,-4.5,0,1064320.2014.2.23,,,,2014,,,0,,22.5,0,,,,M,BC,,0,,,,23,1064320,2014-02-23 00:00:00
-128.63416666666666,54.05361111111111,,,13,23,7,KITIMAT TOWNSITE,,,18,0,1064320.2018.7.10,,0,,2018,,,0,,0,0,,,,,BC,,0,,,,10,1064320,2018-07-10 00:00:00
-128.63416666666666,54.05361111111111,,,-2,1,1,KITIMAT TOWNSITE,,,-0.5,0,1064320.2013.1.9,,0,,2013,,,0,,18.5,0,,,,,BC,,0,,,,9,1064320,2013-01-09 00:00:00
-128.63416666666666,54.05361111111111,,,12,15,9,KITIMAT TOWNSITE,,,13.5,2,1064320.2016.9.10,,0,,2016,,,0,,4.5,2,,,,,BC,,0,,,,10,1064320,2016-09-10 00:00:00
-128.63416666666666,54.05361111111111,,,11,12,8,KITIMAT TOWNSITE,,,11.5,6.4,1064320.2015.8.7,,0,,2015,,,0,,6.5,6.4,,,,,BC,,0,,,,7,1064320,2015-08-07 00:00:00
-128.63416666666666,54.05361111111111,,,-1,4,2,KITIMAT TOWNSITE,,,1.5,0,1064320.2016.2.2,,0,,2016,,,0,,16.5,1.4,,,,,BC,,1.4,,,,2,1064320,2016-02-02 00:00:00
-128.63416666666666,54.05361111111111,,,12,22,6,KITIMAT TOWNSITE,,,17,0,1064320.2017.6.27,,0,,2017,,,0,,1,0,,,,,BC,,0,,,,27,1064320,2017-06-27 00:00:00
